Family,Genus,Species,Virus name(s),Genome composition,Host source
Geminiviridae,Becurtovirus,Beet curly top Iran virus,beet curly top Iran virus,ssDNA,plants
Geminiviridae,Becurtovirus,Exomis microphylla latent virus,Exomis microphylla associated virus,ssDNA,plants
Geminiviridae,Becurtovirus,Spinach curly top Arizona virus,spinach curly top Arizona virus,ssDNA,plants
Geminiviridae,Begomovirus,Abutilon golden mosaic virus,Abutilon golden mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Abutilon mosaic Bolivia virus,Abutilon mosaic Bolivia virus,ssDNA,plants
Geminiviridae,Begomovirus,Abutilon mosaic Brazil virus,Abutilon mosaic Brazil virus,ssDNA,plants
Geminiviridae,Begomovirus,Abutilon mosaic virus,Abutilon mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,African cassava mosaic Burkina Faso virus,African cassava mosaic Burkina Faso virus,ssDNA,plants
Geminiviridae,Begomovirus,African cassava mosaic virus,African cassava mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Ageratum enation virus,Ageratum enation virus,ssDNA,plants
Geminiviridae,Begomovirus,Ageratum enation virus,Ageratum enation virus,ssDNA,plants
Geminiviridae,Begomovirus,Ageratum enation virus,Ageratum enation virus,ssDNA,plants
Geminiviridae,Begomovirus,Ageratum leaf curl Sichuan virus,Ageratum leaf curl Sichuan virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Ageratum leaf curl virus,Ageratum leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Ageratum yellow vein Hualian virus,Ageratum yellow vein Hualian virus,ssDNA,plants
Geminiviridae,Begomovirus,Ageratum yellow vein Hualian virus,Ageratum yellow vein Hualian virus,ssDNA,plants
Geminiviridae,Begomovirus,Ageratum yellow vein Sri Lanka virus,Ageratum yellow vein Sri Lanka virus,ssDNA,plants
Geminiviridae,Begomovirus,Ageratum yellow vein virus,Ageratum yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Ageratum yellow vein virus,Ageratum yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Ageratum yellow vein virus,Ageratum yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Ageratum yellow vein virus,Ageratum yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Ageratum yellow vein virus,Ageratum yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Ageratum yellow vein virus,Ageratum yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Ageratum yellow vein virus,Ageratum yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Ageratum yellow vein virus,Ageratum yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Ageratum yellow vein virus,Ageratum yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Ageratum yellow vein virus,Ageratum yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Allamanda leaf curl virus,Allamanda leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Allamanda leaf mottle distortion virus,Allamanda leaf mottle distortion virus,ssDNA,plants
Geminiviridae,Begomovirus,Alternanthera yellow vein virus,Alternanthera yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Alternanthera yellow vein virus,Alternanthera yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Alternanthera yellow vein virus,Alternanthera yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Andrographis yellow vein leaf curl virus,Andrographis yellow vein leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Asystasia mosaic Madagascar virus,Asystasia mosaic Madagascar virus,ssDNA,plants
Geminiviridae,Begomovirus,Bean bushy stunt virus,bean bushy stunt virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Bean calico mosaic virus,bean calico mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Bean chlorosis virus,bean chlorosis virus,ssDNA,plants
Geminiviridae,Begomovirus,Bean dwarf mosaic virus,bean dwarf mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Bean golden mosaic virus,bean golden mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Bean golden mosaic virus,bean golden mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Bean golden yellow mosaic virus,bean golden yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Bean latent virus,bean latent virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Bean leaf crumple virus,bean leaf crumple virus,ssDNA,plants
Geminiviridae,Begomovirus,Bean white chlorosis mosaic virus,bean white chlorosis mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Bean yellow mosaic Mexico virus,bean yellow mosaic Mexico virus,ssDNA,plants
Geminiviridae,Begomovirus,Bhendi yellow vein Bhubhaneswar virus,bhendi yellow vein Bhubhaneswar virus,ssDNA,plants
Geminiviridae,Begomovirus,Bhendi yellow vein Haryana virus,bhendi yellow vein Haryana virus,ssDNA,plants
Geminiviridae,Begomovirus,Bhendi yellow vein mosaic Delhi virus,bhendi yellow vein mosaic Delhi virus,ssDNA,plants
Geminiviridae,Begomovirus,Bhendi yellow vein mosaic virus,bhendi yellow vein mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Bhendi yellow vein mosaic virus,bhendi yellow vein mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Bhendi yellow vein mosaic virus,bhendi yellow vein mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Bhendi yellow vein mosaic virus,bhendi yellow vein mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Bhendi yellow vein mosaic virus,bhendi yellow vein mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Bitter gourd yellow mosaic virus,bitter gourd yellow mosaic virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Blainvillea yellow spot virus,Blainvillea yellow spot virus,ssDNA,plants
Geminiviridae,Begomovirus,Blechum interveinal chlorosis virus,Blechum interveinal chlorosis virus,ssDNA,plants
Geminiviridae,Begomovirus,Blechum yellow vein virus,Blechum yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Boerhavia yellow spot virus,Boerhavia yellow spot virus,ssDNA,plants
Geminiviridae,Begomovirus,Cabbage leaf curl Jamaica virus,cabbage leaf curl Jamaica virus,ssDNA,plants
Geminiviridae,Begomovirus,Cabbage leaf curl virus,cabbage leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Capraria yellow spot virus,Capraria yellow spot virus,ssDNA,plants
Geminiviridae,Begomovirus,Cassava mosaic Madagascar virus,cassava mosaic Madagascar virus,ssDNA,plants
Geminiviridae,Begomovirus,Catharanthus yellow mosaic virus,Catharanthus yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Centrosema yellow spot virus,Centrosema yellow spot virus,ssDNA,plants
Geminiviridae,Begomovirus,Chayote yellow mosaic virus,chayote yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Chenopodium leaf curl virus,Chenopodium leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Chilli leaf curl Ahmedabad virus,chilli leaf curl Ahmedabad virus,ssDNA,plants
Geminiviridae,Begomovirus,Chilli leaf curl Bhavanisagar virus,chilli leaf curl Bhavanisagar virus,ssDNA,plants
Geminiviridae,Begomovirus,Chilli leaf curl Gonda virus,chilli leaf curl Gonda virus,ssDNA,plants
Geminiviridae,Begomovirus,Chilli leaf curl India virus,chilli leaf curl India virus,ssDNA,plants
Geminiviridae,Begomovirus,Chilli leaf curl Kanpur virus,chilli leaf curl Kanpur virus,ssDNA,plants
Geminiviridae,Begomovirus,Chilli leaf curl Sri Lanka virus,chilli leaf curl Sri Lanka virus,ssDNA,plants
Geminiviridae,Begomovirus,Chilli leaf curl Vellanad virus,chilli leaf curl Vellanad virus,ssDNA,plants
Geminiviridae,Begomovirus,Chilli leaf curl virus,chilli leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Chilli leaf curl virus,chilli leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Chilli leaf curl virus,chilli leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Chilli leaf curl virus,chilli leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Chilli leaf curl virus,chilli leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Chilli leaf curl virus,chilli leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Chino del tomate Amazonas virus,chino del tomate Amazonas virus,ssDNA,plants
Geminiviridae,Begomovirus,Chino del tomate virus,chino del tomate virus,ssDNA,plants
Geminiviridae,Begomovirus,Chino del tomate virus,chino del tomate virus,ssDNA,plants
Geminiviridae,Begomovirus,Chino del tomate virus,chino del tomate virus,ssDNA,plants
Geminiviridae,Begomovirus,Cleome golden mosaic virus,Cleome golden mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Cleome leaf crumple virus,Cleome leaf crumple virus,ssDNA,plants
Geminiviridae,Begomovirus,Clerodendron golden mosaic virus,Clerodendron golden mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Clerodendron yellow mosaic virus,Clerodendron yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Clerodendrum golden mosaic China virus,Clerodendrum golden mosaic China virus,ssDNA,plants
Geminiviridae,Begomovirus,Clerodendrum golden mosaic China virus,Clerodendrum golden mosaic China virus,ssDNA,plants
Geminiviridae,Begomovirus,Clerodendrum golden mosaic Jiangsu virus,Clerodendrum golden mosaic Jiangsu virus,ssDNA,plants
Geminiviridae,Begomovirus,Cnidoscolus mosaic leaf deformation virus,Cnidoscolus mosaic leaf deformation virus,ssDNA,plants
Geminiviridae,Begomovirus,Coccinia mosaic Tamil Nadu virus,Coccinia mosaic Tamil Nadu virus,ssDNA,plants
Geminiviridae,Begomovirus,Common bean mottle virus,common bean mottle virus,ssDNA,plants
Geminiviridae,Begomovirus,Common bean severe mosaic virus,common bean severe mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Corchorus golden mosaic virus,Corchorus golden mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Corchorus golden mosaic virus,Corchorus golden mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Corchorus yellow spot virus,Corchorus yellow spot virus,ssDNA,plants
Geminiviridae,Begomovirus,Corchorus yellow vein Cuba virus,Corchorus yellow vein Cuba virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Corchorus yellow vein mosaic virus,Corchorus yellow vein mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Corchorus yellow vein virus,Corchorus yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton chlorotic spot virus,cotton chlorotic spot virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf crumple virus,cotton leaf crumple virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf crumple virus,cotton leaf crumple virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Alabad virus,cotton leaf curl Alabad virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Alabad virus,cotton leaf curl Alabad virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Alabad virus,cotton leaf curl Alabad virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Alabad virus,cotton leaf curl Alabad virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Alabad virus,cotton leaf curl Alabad virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Bangalore virus,cotton leaf curl Bangalore virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Barasat virus,cotton leaf curl Barasat virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Gezira virus,cotton leaf curl Gezira virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Gezira virus,cotton leaf curl Gezira virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Gezira virus,cotton leaf curl Gezira virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Gezira virus,cotton leaf curl Gezira virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Gezira virus,cotton leaf curl Gezira virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Gezira virus,cotton leaf curl Gezira virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Gezira virus,cotton leaf curl Gezira virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Gezira virus,cotton leaf curl Gezira virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Gezira virus,cotton leaf curl Gezira virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Gezira virus,cotton leaf curl Gezira virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Gezira virus,cotton leaf curl Gezira virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Kokhran virus,cotton leaf curl Kokhran virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Kokhran virus,cotton leaf curl Kokhran virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Kokhran virus,cotton leaf curl Kokhran virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Kokhran virus,cotton leaf curl Kokhran virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Kokhran virus,cotton leaf curl Kokhran virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Multan virus,cotton leaf curl Multan virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Multan virus,cotton leaf curl Multan virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Multan virus,cotton leaf curl Multan virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Multan virus,cotton leaf curl Multan virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Multan virus,cotton leaf curl Multan virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton leaf curl Multan virus,cotton leaf curl Multan virus,ssDNA,plants
Geminiviridae,Begomovirus,Cotton yellow mosaic virus,cotton yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Cowpea bright yellow mosaic virus,cowpea bright yellow mosaic virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Cowpea golden mosaic virus,cowpea golden mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Crassocephalum yellow vein virus,Crassocephalum yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Croton golden mosaic virus,Croton golden mosaic virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Croton yellow vein mosaic virus,croton yellow vein mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Cucumber chlorotic leaf virus,cucumber chlorotic leaf virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Cucurbit leaf crumple virus,cucurbit leaf crumple virus,ssDNA,plants
Geminiviridae,Begomovirus,Dalechampia chlorotic mosaic virus,Dalechampia chlorotic mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Datura leaf curl virus,Datura leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Datura leaf distortion virus,Datura leaf distortion virus,ssDNA,plants
Geminiviridae,Begomovirus,Deinbollia mosaic virus,Deinbollia mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Desmodium leaf distortion virus,Desmodium leaf distortion virus,ssDNA,plants
Geminiviridae,Begomovirus,Desmodium mottle virus,Desmodium mottle virus,ssDNA,plants
Geminiviridae,Begomovirus,Dicliptera yellow mottle Cuba virus,Dicliptera yellow mottle Cuba virus,ssDNA,plants
Geminiviridae,Begomovirus,Dicliptera yellow mottle virus,Dicliptera yellow mottle virus,ssDNA,plants
Geminiviridae,Begomovirus,Dolichos yellow mosaic virus,Dolichos yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Duranta leaf curl virus,Duranta leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,East African cassava mosaic Cameroon virus,East African cassava mosaic Cameroon virus,ssDNA,plants
Geminiviridae,Begomovirus,East African cassava mosaic Kenya virus,East African cassava mosaic Kenya virus,ssDNA,plants
Geminiviridae,Begomovirus,East African cassava mosaic Malawi virus,East African cassava mosaic Malawi virus,ssDNA,plants
Geminiviridae,Begomovirus,East African cassava mosaic virus,East African cassava mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,East African cassava mosaic virus,East African cassava mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,East African cassava mosaic virus,East African cassava mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,East African cassava mosaic virus,East African cassava mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,East African cassava mosaic Zanzibar virus,East African cassava mosaic Zanzibar virus,ssDNA,plants
Geminiviridae,Begomovirus,Eclipta yellow vein virus,Eclipta yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Emilia yellow vein Fujian virus,Emilia yellow vein Fujian virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Emilia yellow vein Thailand virus,Emilia yellow vein Thailand virus,ssDNA,plants
Geminiviridae,Begomovirus,Emilia yellow vein virus,Emilia yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Erectites yellow mosaic virus,Erectites yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Eupatorium yellow vein mosaic virus,Eupatorium yellow vein mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Eupatorium yellow vein virus,Eupatorium yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Eupatorium yellow vein virus,Eupatorium yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Eupatorium yellow vein virus,Eupatorium yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Eupatorium yellow vein virus,Eupatorium yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Eupatorium yellow vein virus,Eupatorium yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Euphorbia leaf curl Guangxi virus,Euphorbia leaf curl Guangxi virus,ssDNA,plants
Geminiviridae,Begomovirus,Euphorbia leaf curl virus,Euphorbia leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Euphorbia mosaic Peru virus,Euphorbia mosaic Peru virus,ssDNA,plants
Geminiviridae,Begomovirus,Euphorbia mosaic virus,Euphorbia mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Euphorbia yellow leaf curl virus,Euphorbia yellow leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Euphorbia yellow mosaic virus,Euphorbia yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Euphorbia yellow mosaic virus,Euphorbia yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,French bean leaf curl virus,French bean leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Hedyotis uncinella yellow mosaic virus,Hedyotis uncinella yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Hemidesmus yellow mosaic virus,Hemidesmus yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Hibiscus golden mosaic virus,Hibiscus golden mosaic virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Hibiscus yellow vein leaf curl virus,Hibiscus yellow vein leaf curl virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Hollyhock leaf curl virus,hollyhock leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Hollyhock yellow vein mosaic virus,hollyhock yellow vein mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Hollyhock yellow vein virus,hollyhock yellow vein virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Honeysuckle yellow vein virus,honeysuckle yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Honeysuckle yellow vein virus,honeysuckle yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Honeysuckle yellow vein virus,honeysuckle yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Honeysuckle yellow vein virus,honeysuckle yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Honeysuckle yellow vein virus,honeysuckle yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Honeysuckle yellow vein virus,honeysuckle yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Honeysuckle yellow vein virus,honeysuckle yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Honeysuckle yellow vein virus,honeysuckle yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Honeysuckle yellow vein virus,honeysuckle yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Honeysuckle yellow vein virus,honeysuckle yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Honeysuckle yellow vein virus,honeysuckle yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Honeysuckle yellow vein virus,honeysuckle yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Honeysuckle yellow vein virus,honeysuckle yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Honeysuckle yellow vein virus,honeysuckle yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Honeysuckle yellow vein virus,honeysuckle yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Horsegram yellow mosaic virus,horsegram yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Hybanthus yellow mosaic virus,Hybanthus yellow mosaic virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Indian cassava mosaic virus,Indian cassava mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Indian cassava mosaic virus,Indian cassava mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Indian cassava mosaic virus,Indian cassava mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Indian cassava mosaic virus,Indian cassava mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Jacquemontia mosaic Yucatan virus,Jacquemontia mosaic Yucatan virus,ssDNA,plants
Geminiviridae,Begomovirus,Jacquemontia yellow mosaic virus,Jacquemontia yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Jacquemontia yellow vein virus,Jacquemontia yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Jatropha leaf curl Gujarat virus,Jatropha leaf curl Gujarat virus,ssDNA,plants
Geminiviridae,Begomovirus,Jatropha leaf curl virus,Jatropha leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Jatropha leaf curl virus,Jatropha leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Jatropha leaf yellow mosaic virus,Jatropha leaf yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Jatropha mosaic India virus,Jatropha mosaic India virus,ssDNA,plants
Geminiviridae,Begomovirus,Jatropha mosaic Nigeria virus,Jatropha mosaic Nigeria virus,ssDNA,plants
Geminiviridae,Begomovirus,Jatropha mosaic virus,Jatropha mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Jatropha yellow mosaic virus,Jatropha yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Kudzu mosaic virus,kudzu mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Leonurus mosaic virus,Leonurus mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Lindernia anagallis yellow vein virus,Lindernia anagallis yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Lisianthus enation leaf curl virus,Lisianthus enation leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Ludwigia yellow vein Vietnam virus,Ludwigia yellow vein Vietnam virus,ssDNA,plants
Geminiviridae,Begomovirus,Ludwigia yellow vein virus,Ludwigia yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Luffa yellow mosaic virus,Luffa yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Lycianthes yellow mosaic virus,Lycianthes yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Macroptilium bright mosaic virus,Macroptilium bright mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Macroptilium common mosaic virus,Macroptilium common mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Macroptilium golden mosaic virus,Macroptilium golden mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Macroptilium mosaic Puerto Rico virus,Macroptilium mosaic Puerto Rico virus,ssDNA,plants
Geminiviridae,Begomovirus,Macroptilium yellow mosaic Florida virus,Macroptilium yellow mosaic Florida virus,ssDNA,plants
Geminiviridae,Begomovirus,Macroptilium yellow mosaic virus,Macroptilium yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Macroptilium yellow mosaic virus,Macroptilium yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Macroptilium yellow spot virus,Macroptilium yellow spot virus,ssDNA,plants
Geminiviridae,Begomovirus,Macroptilium yellow vein virus,Macroptilium yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Malvastrum bright yellow mosaic virus,Malvastrum bright yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Malvastrum leaf curl Philippines virus,Malvastrum leaf curl Philippines virus,ssDNA,plants
Geminiviridae,Begomovirus,Malvastrum leaf curl virus,Malvastrum leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Malvastrum yellow mosaic Helshire virus,Malvastrum yellow mosaic Helshire virus,ssDNA,plants
Geminiviridae,Begomovirus,Malvastrum yellow mosaic Jamaica virus,Malvastrum yellow mosaic Jamaica virus,ssDNA,plants
Geminiviridae,Begomovirus,Malvastrum yellow mosaic virus,Malvastrum yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Malvastrum yellow vein Cambodia virus,Malvastrum yellow vein Cambodia virus,ssDNA,plants
Geminiviridae,Begomovirus,Malvastrum yellow vein Honghe virus,Malvastrum yellow vein Honghe virus,ssDNA,plants
Geminiviridae,Begomovirus,Malvastrum yellow vein Lahore virus,Malvastrum yellow vein Lahore virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Malvastrum yellow vein virus,Malvastrum yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Malvastrum yellow vein virus,Malvastrum yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Malvastrum yellow vein virus,Malvastrum yellow vein virus,ssDNA,plants
Geminiviridae,Begomovirus,Malvastrum yellow vein Yunnan virus,Malvastrum yellow vein Yunnan virus,ssDNA,plants
Geminiviridae,Begomovirus,Melochia mosaic virus,Melochia mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Melochia yellow mosaic virus,Melochia yellow mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Melon chlorotic leaf curl virus,melon chlorotic leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Melon chlorotic leaf curl virus,melon chlorotic leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Melon chlorotic leaf curl virus,melon chlorotic leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Melon chlorotic mosaic virus,melon chlorotic mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Melon yellow mosaic virus,melon yellow mosaic virus,ssDNA(+),plants
Geminiviridae,Begomovirus,Merremia mosaic Puerto Rico virus,Merremia mosaic Puerto Rico virus,ssDNA,plants
Geminiviridae,Begomovirus,Merremia mosaic virus,Merremia mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Merremia mosaic virus,Merremia mosaic virus,ssDNA,plants
Geminiviridae,Begomovirus,Mesta yellow vein mosaic Bahraich virus,Mesta yellow vein mosaic Bahraich virus,ssDNA,plants
Geminiviridae,Begomovirus,Mimosa yellow leaf curl virus,Mimosa yellow leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Mirabilis leaf curl virus,Mirabilis leaf curl virus,ssDNA,plants
Geminiviridae,Begomovirus,Mungbean yellow mosaic India virus,mungbean yellow mosaic India virus,ssDNA,plants
